(Old/New) Family #,Family Name,Looked at?,Relevant?,Use For Inapprox?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Author Names,Paper Title,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Specificity of Runtime,Time Complexity (Worst Only),Time Encoding,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),"Approx Error ""Size"" (for figures only)",Approximation Factor Class (Mult),Approximation Factor Class (Add),Approximation Type (additive/multiplicative),Parametrized Approximation?,Type of PTAS (if PTAS),Description of Approximation,Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
153,Link Analysis,0.001,1,0,Link Analysis,,,,1,0,,,,[https://link.springer.com/chapter/10.1007/978-3-540-78808-9_6  (2006)],,"Fortunato, Boguna, Flammini, Menczer",Approximating PageRank from In-Degree,2006,https://link.springer.com/chapter/10.1007/978-3-540-78808-9_6,,,,,,#VALUE!,,,,,"n: number of pages
m: number of hyperlinks?",n,,,Word RAM,words,#VALUE!,,,,,,,0,,1,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
153,Link Analysis,1,1,0,Link Analysis,,,,1,0,O(m sqrt(n) poly(log n))?,,,[https://dl.acm.org/doi/abs/10.1145/1970392.1970397  (2011)],,"Das Sarma, Gollapudi, Panigrahy",Estimating PageRank on graph streams,2011,https://dl.acm.org/doi/abs/10.1145/1970392.1970397,,,,,,4.5,n: 4.5,2,O(m sqrt(n) poly(log n))?,16.24,"n: number of pages
m: number of hyperlinks?
eps: approximation parameter",n,"(original source, assuming length of random walk is O(n))",0,Word RAM,words,#VALUE!,,,,,,,0,,1,O(sqrt(eps)),1,0,1.99,additive,yes,n/a,error from actual pagerank value,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
153,Link Analysis,0,1,0,Link Analysis,,,,1,0,,,,[https://link.springer.com/article/10.1007/s10115-013-0691-1  (2013)],,"Liu, Li, Cheng",Fast PageRank approximation by adaptive sampling,2013,https://link.springer.com/article/10.1007/s10115-013-0691-1,,,,,,#VALUE!,,,,,"n: number of pages
m: number of hyperlinks?",n,,,Word RAM,words,#VALUE!,,,,,,,0,,1,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
153,Link Analysis,1,1,0,Link Analysis,,,,1,0,O(n^(5/3) (log n)^(1/3) 1/eps sqrt(log(1/eps))),,,[https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=33484ba9924606fa2131a79ad8152aa1f3c9388f  (2014)],,"Bressan, Peserico, Pretto",Approximating PageRank locally with sublinear query complexity,2014,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=33484ba9924606fa2131a79ad8152aa1f3c9388f,,,,,,4.66,n: 4.66,3,O(n^(5/3) (log n)^(1/3) 1/eps sqrt(log(1/eps))),16.5,"n: number of pages
m: number of hyperlinks?
eps: approximation parameter",n,"(original source, multiplied by number of vertices)",0,Link Server,words,#VALUE!,,,,,,,1,Monte Carlo,1,1+eps,1,2,0,multiplicative,yes,FPRAS,error factor from actual pagerank value,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
153,Link Analysis,0.001,1,0,Link Analysis,,,,1,0,,,,[https://arxiv.org/abs/1502.04281  (2015)],,"Mitliagkas, Borokhovich, Dimakis, Caramanis",FrogWild! -- Fast PageRank Approximations on Graph Engines,2015,https://arxiv.org/abs/1502.04281,,,,,,#VALUE!,,,,,"n: number of pages
m: number of hyperlinks?",n,,,BSP?,words,#VALUE!,,,,,,,0,,1,,,,,,,,,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
115,SLAM Algorithms,0.001,1,0,SLAM Algorithms,905,,0,1,0,O(n^3),"don't think ""avg case distribution"" makes sense here",(none),[http://ais.informatik.uni-freiburg.de/teaching/ss12/robotics/slides/12-slam.pdf EKF SLAM (1998)],EKF SLAM,"Burgard, Stachniss, Arras, Bennewitz",SLAM: Simultaneous Localization and Mapping,1998,http://ais.informatik.uni-freiburg.de/teaching/ss12/robotics/slides/12-slam.pdf,,,,1,0,6,n: 6,3,$O(n^3)$,,n: number of dimensions in state space,n,,,Real RAM?,words?,5,n: 5,O(n^2)?,(can be easily derived? it's mostly square matrices here),1,0,,0,,1,,,,,,,,,0,0,,0,0,"https://www.researchgate.net/figure/Computational-Complexity-of-Different-Forms-of-Unscented-Kalman-Filter_tbl1_220398698

https://www.researchgate.net/publication/283824088_Computational_cost_analysis_of_extended_Kalman_filter_in_simultaneous_localization_and_mapping_EKF-SLAM_problem_for_autonomous_vehicle

https://www.researchgate.net/figure/Computational-Complexity-of-Different-Forms-of-Unscented-Kalman-Filter_tbl1_220398698",,,,,,,,,,,1000000000,1,,1E+18,1,,1E+27,1,,3,,,Robotics
115,SLAM Algorithms,0.001,1,0,SLAM Algorithms,906,,0,1,0,O(n^3),^see above,(none),[https://www.seas.harvard.edu/courses/cs281/papers/unscented.pdf UKF (2000)],UKF,"Wan, van der Merwe",The Unscented Kalman Filter for Nonlinear Estimation,2000,https://www.seas.harvard.edu/courses/cs281/papers/unscented.pdf,,,,0,0,6,n: 6,3,$O(n^3)$,,n: number of dimensions in state space,n,,,Real RAM?,words?,5,n: 5,O(n^2)?,(can be easily derived? it's mostly square matrices here),1,0,,0,,1,,,,,,,,,0,0,,0,0,(see above),,,,,,,,,,,1000000000,,,,,,,,,3,,,Robotics
115,SLAM Algorithms,0.001,1,0,SLAM Algorithms,907,,0,1,0,O(n^3),^see above,(none),[https://ieeexplore.ieee.org/document/938382 Compressed Extended KF (2002)],Compressed Extended KF,"Guivant, Nebot",Optimization of the simultaneous localization and map-building algorithm for real-time implementation,2002,https://ieeexplore.ieee.org/document/938382,,,,0,0,6,n: 6,3,$O(n^3)$,,n: number of dimensions in state space,n,,,Real RAM?,words?,5,n: 5,O(n^2)?,(can be easily derived? it's mostly square matrices here),1,0,,0,,1,,,,,,,,,0,0,,0,0,(see above),,,,,,,,,,,1000000000,,,,,,,,,3,,,Robotics
115,SLAM Algorithms,0.001,1,0,SLAM Algorithms,909,,0,1,0,O(n^2),^see above,(none),[https://papers.nips.cc/paper/1716-bayesian-map-learning-in-dynamic-environments.pdf Rao-Blackwellized Particle Filtering SLAM (2001)],Rao-Blackwellized Particle Filtering SLAM,Murphy,Bayesian Map Learning in Dynamic Environments,2001,https://papers.nips.cc/paper/1716-bayesian-map-learning-in-dynamic-environments.pdf,,,,1,3->4,5,n: 5,3,$O(n^2)$,,n: number of dimensions in state space,n,,,Real RAM?,words?,3,n: 3,O(n)?,(based on Section 4 of the paper?),0,1,,0,,1,,,,,,,,,0,0,,0,0,(see above),,,,,,,,,,,1000000,1,,1000000000000,1000000,,1E+18,1000000000,,3,,,Robotics
115,SLAM Algorithms,0.001,1,0,SLAM Algorithms,908,,0,1,0,O(m*log n) per iteration,^see above,(none),[http://robots.stanford.edu/papers/montemerlo.fastslam-tr.pdf FastSlam (2003)],FastSlam,"Montemerlo, Thrun, Koller, Wegbreit",FastSLAM: A Factored Solution to the Simultaneous Localization and Mapping Problem,2003,http://robots.stanford.edu/papers/montemerlo.fastslam-tr.pdf,,,,0,0,2,"m: 3,
n: 2",3,O(m*\log n) per iteration,,"n: number of dimensions in state space
m: number of particles in particle filter",n,http://robots.stanford.edu/papers/montemerlo.fastslam-tr.pdf,0,Real RAM?,words?,3,"m: 3,
n: 3",O(mn)?,Stores and updates a balanced binary tree of n elements/dimensions per particle,1,0,,0,,1,,,,,,,,,0,0,,0,0,(see above),,,,,,,,,,,1000000000,,,,,,,,,3,,,Robotics
115,SLAM Algorithms,0.001,1,0,SLAM Algorithms,910,,0,1,0,O(n^2),^see above,(none),[http://ingmec.ual.es/~jlblanco/papers/blanco2013rba.pdf srba (2002)],srba,"Blanco, Gonzalez-Jimenez, Fernandez-Madrigal",Sparser Relative Bundle Adjustment (SRBA): constant-time maintenance and local optimization of arbitrarily large maps,2002,http://ingmec.ual.es/~jlblanco/papers/blanco2013rba.pdf,,,,0,0,5,n: 5,3,O(n^2),20,n: number of dimensions in state space,n,,,Real RAM?,words?,5,n: 5,O(n^2)?,"Seems to store a constant number of O(n)*O(n)-sized matrices and O(n)*O(n)-sized tables (see section II, part C)",1,0,,0,,1,,,,,,,,,0,0,,0,0,(see above),,,,,,,,,,,1000000,,,,,,,,,3,,,Robotics
117,Maximum Cut,1,1,1,"Maximum Cut, Approximate",,,,1,0,O(m),,,"[https://dl.acm.org/doi/pdf/10.1145/321958.321975 Sahni, Gonzales (1976)]","Sahni, Gonzales","Sahni, Gonzales",P-Complete Approximation Problems,1976,https://dl.acm.org/doi/pdf/10.1145/321958.321975,,,,0,0,5,n: 5,3,O(m),10,"n: number of vertices
m: number of edges",n,,0,Word RAM,words,3,m: 3,O(m)?,Keep track of current state of graph,1,0,,0,,1,0.5,2,3,0,multiplicative,no,n/a,factor off from optimal max cut,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,1,1,1,"Maximum Cut, Approximate",,,,1,0,O(mn)?,,,[https://www.sciencedirect.com/science/article/pii/0012365X81900236 Vitanyi (1981)],Vitanyi,Vitanyi,How well can a graph be n-colored?,1981,https://www.sciencedirect.com/science/article/pii/0012365X81900236,,,,0,0,6,"m: 3,
n: 6",3,O(mn)?,20,"n: number of vertices
m: number of edges",n,,0,Word RAM,words,,,,,,,,0,,1,0.5 + 2/m,2,2.99,0,multiplicative,no,n/a,factor off from optimal max cut,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,1,1,1,"Maximum Cut, Approximate",,,,1,0,O(n^3),,,"[https://www.cambridge.org/core/services/aop-cambridge-core/content/view/0EFEDEE0685B0400DB842027DBFC67C1/S0008414X00026687a.pdf/a-polynomial-algorithm-for-constructing-a-large-bipartite-subgraph-with-an-application-to-a-satisfiability-problem.pdf Poljak, Turzik (1982)]","Poljak, Turzik","Poljak, Turzik","A Polynomial Algorithm for Constructing a Large Bipartite Subgraph, with an Application to a Satisfiability Problem",1982,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/0EFEDEE0685B0400DB842027DBFC67C1/S0008414X00026687a.pdf/a-polynomial-algorithm-for-constructing-a-large-bipartite-subgraph-with-an-application-to-a-satisfiability-problem.pdf,,,,0,0,6,n: 6,3,O(n^3),30,"n: number of vertices
m: number of edges",n,,0,Word RAM,words,,,,,,,,0,,1,0.5 + (n-1)/(4m),2,2.99,0,multiplicative,no,n/a,factor off from optimal max cut,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,1,1,1,"Maximum Cut, Approximate",,,,1,0,O(m log m + n log n),,,"[https://ieeexplore.ieee.org/document/67327 Haglin, Venkatesan (1991)]","Haglin, Venkatesan","Haglin, Venkatesan",Approximation and intractability results for the maximum cut problem and its variants,1991,https://ieeexplore.ieee.org/document/67327,,,,0,0,4,n: 4,3,O(m log m + n log n),11,"n: number of vertices
m: number of edges",n,,0,Word RAM,words,,,,,,,,0,,1,0.5 + 1/(2n),2,2.99,0,multiplicative,no,n/a,factor off from optimal max cut,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,1,1,1,"Maximum Cut, Approximate",,,,1,0,O((m log m + n log n)/p + (log p)(log n)),,,"[https://ieeexplore.ieee.org/document/67327 Haglin, Venkatesan [parallel] (1991)]","Haglin, Venkatesan [parallel]","Haglin, Venkatesan",Approximation and intractability results for the maximum cut problem and its variants,1991,https://ieeexplore.ieee.org/document/67327,,,,0,0,4,n: 4,3,O((m log m + n log n)/p + (log p)(log n)),11,"n: number of vertices
m: number of edges
p: number of processors (between 1 and n+m)",n,,0,EREW PRAM?,words,,,,,,,,0,,1,0.5 + 1/(2n),2,2.99,0,multiplicative,no,n/a,factor off from optimal max cut,0,1,p,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,1,1,1,"Maximum Cut, Approximate",,,,1,0,O(m+n),,,"[https://link.springer.com/chapter/10.1007/BFb0049405 Cho, Raje, Sarrafzadeh (1994)]","Cho, Raje, Sarrafzadeh","Cho, Raje, Sarrafzadeh",Approximation algorithm on multi-way maxcut partitioning,1994,https://link.springer.com/chapter/10.1007/BFb0049405,,,,0,0,5,n: 5,3,O(m+n),10,"n: number of vertices
m: number of edges",n,,0,Word RAM,words,,,,,,,,0,,1,0.5 + 1/(2n),2,2.99,0,multiplicative,no,n/a,factor off from optimal max cut,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,1,1,1,"Maximum Cut, Approximate",913,,,1,0,O(n)?,,,[https://rajsain.files.wordpress.com/2013/11/randomized-algorithms-motwani-and-raghavan.pdf Motwani & Raghavan (1995)],Motwani & Raghavan,"Motwani, Raghavan",Randomized Algorithms,1995,https://rajsain.files.wordpress.com/2013/11/randomized-algorithms-motwani-and-raghavan.pdf,,,,0,0,3,n: 3,3,O(n)?,10,"n: number of vertices
m: number of edges",n,,1,Word RAM,words,3,n: 3,O(n),Keeps track of current coloring/random assignment,1,0,,1,Monte Carlo,1,0.5,2,3,0,multiplicative,no,n/a,factor off from optimal max cut,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,1,1,1,"Maximum Cut, Approximate",,,,1,0,O(n+m),,,"[https://link.springer.com/chapter/10.1007/3-540-60922-9_36 Hofmeister, Lefmann (1995)]","Hofmeister, Lefmann","Hofmeister, Lefmann",A combinatorial design approach to MAXCUT,1995,https://link.springer.com/chapter/10.1007/3-540-60922-9_36,,,,0,0,5,n: 5,3,O(n+m),10,"n: number of vertices
m: number of edges
Delta: max vertex degree",n,,0,Word RAM,words,,,,,,,,0,,1,0.5(1 + 1/Delta),2,2.99,0,multiplicative,no,n/a,factor off from optimal max cut,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,1,1,1,"Maximum Cut, Approximate",916,,,1,0,O(n^3 \log m),,,"[https://math.mit.edu/~goemans/PAPERS/maxcut-jacm.pdf Goemans, Williamson (1995)]","Goemans, Williamson","Goemans, Williamson",Improved Approximation Algorithms for Maximum Cut and Satisfiability Problems Using Semidefinite Programming,1995,https://math.mit.edu/~goemans/PAPERS/maxcut-jacm.pdf,,,,1,1->2,6.01,n: 6.01,3,O(n^3 \log m),31,"n: number of vertices
m: number of edges",n,,1,Word RAM,words,5,n: 5,O(n^2)?,Each vertex keeps track of O(V)-sized vector,1,0,,1,Monte Carlo?,1,~0.878,2,2.239,0,multiplicative,no,n/a,factor off from optimal max cut,0,0,,0,0,https://link.springer.com/content/pdf/10.1007/978-3-642-58412-1.pdf?pdf=button,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,1,1,1,"Maximum Cut, Approximate",,,,1,0,"O(poly(n, m))",,,"[https://epubs.siam.org/doi/10.1137/S0097539796309326 Mahajan, Ramesh (1999)]","Mahajan, Ramesh","Mahajan, Ramesh",Derandomizing Approximation Algorithms Based on Semidefinite Programming,1999,https://epubs.siam.org/doi/10.1137/S0097539796309326,,,,,,7,n: 7,1,"O(poly(n, m))",400,"n: number of vertices
m: number of edges",n,,,Word RAM,words,,,,,,,,0,,1,~0.878,2,2.239,0,multiplicative,no,n/a,factor off from optimal max cut,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,1,1,1,"Maximum Cut, Approximate",914,,,1,0,O(mn)?,,,[http://lib.ysu.am/open_books/413311.pdf Mitzenmacher & Upfal (2005)],Mitzenmacher & Upfal,"Mitzenmacher, Upfal",Probability and Computing: Randomization and Probabilistic Techniques in Algorithms and Data Analysis,2005,http://lib.ysu.am/open_books/413311.pdf,,,,0,0,6,"m: 3,
n: 6",3,O(mn)?,20,"n: number of vertices
m: number of edges",n,,1,Word RAM,words,3,n: 3,O(n),Keeps track of current coloring/assignment,1,0,,0,,1,0.5,2,3,0,multiplicative,no,n/a,factor off from optimal max cut,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,1,1,1,"Maximum Cut, Approximate",915,,,1,0,O(n^2)?,,,"[https://doc.lagout.org/science/0_Computer%20Science/2_Algorithms/Handbook%20of%20Approximation%20Algorithms%20and%20Metaheuristics%20%5BGonzalez%202007-01-05%5D.pdf Khuller; Raghavachari & Young, ""Greedy Methods"" (2007)]","Khuller; Raghavachari & Young, ""Greedy Methods""","Khuller, Raghavachari, Young",Greedy Methods,2007,https://doc.lagout.org/science/0_Computer%20Science/2_Algorithms/Handbook%20of%20Approximation%20Algorithms%20and%20Metaheuristics%20%5BGonzalez%202007-01-05%5D.pdf,,,,1,2->3,5,n: 5,3,O(n^2)?,20,"n: number of vertices
m: number of edges",n,,1,Word RAM,words,3,n: 3,O(n),Keeps track of current coloring/assignment,1,0,,0,,1,0.5,2,3,0,multiplicative,no,n/a,factor off from optimal max cut,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,0.001,1,0,"Maximum Directed Cut, Approximate",,,,1,0,"O(poly(n, m))",,,"[https://www.sciencedirect.com/science/article/pii/002200009190023X Papadimitriou, Yannakakis (1991)]","Papadimitriou, Yannakakis","Papadimitriou, Yannakakis","Optimization, approximation, and complexity classes",1991,https://www.sciencedirect.com/science/article/pii/002200009190023X,,,,,,7,n: 7,1,"O(poly(n, m))",400,"n: number of vertices
m: number of edges",n,,,Word RAM,words,,,,,,,,0,,1,0.25,2.4,4,0,multiplicative,no,n/a,factor off from optimal,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,1,1,0,"Maximum Directed Cut, Approximate",,,,1,0,O(n^3 \log n)?,,,"[https://math.mit.edu/~goemans/PAPERS/maxcut-jacm.pdf Goemans, Williamson (1995)]","Goemans, Williamson","Goemans, Williamson",Improved Approximation Algorithms for Maximum Cut and Satisfiability Problems Using Semidefinite Programming,1995,https://math.mit.edu/~goemans/PAPERS/maxcut-jacm.pdf,,,,,,6.01,n: 6.01,3,O(n^3 \log n)?,31,"n: number of vertices
m: number of edges",n,,1,Word RAM,words,5,n: 5,O(n^2)?,Size of associated LP,1,0,,1,Monte Carlo?,1,~0.79607,2,2.257,0,multiplicative,no,n/a,factor off from optimal,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,1,1,0,"Maximum Directed Cut, Approximate",,,,1,0,"O(poly(n, m))",,,"[https://math.mit.edu/~goemans/PAPERS/preprint-feige.pdf Feige, Goemans (1995)]","Feige, Goemans","Feige, Goemans","Approximating the Value of Two Prover Proof Systems, With Applications to MAX 2SAT and MAX DICUT",1995,https://math.mit.edu/~goemans/PAPERS/preprint-feige.pdf,,,,,,7,n: 7,1,"O(poly(n, m))",400,"n: number of vertices
m: number of edges",n,,,Word RAM,words,,,,,,,,1,Monte Carlo?,1,~0.859387,2,2.164,0,multiplicative,no,n/a,factor off from optimal,0,0,,0,0,https://link.springer.com/chapter/10.1007/3-540-44666-4_17,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,1,1,0,"Maximum Directed Cut, Approximate",,,,1,0,"O(poly(n, m))",,,"[https://epubs.siam.org/doi/10.1137/S0097539796309326 Mahajan, Ramesh (1999)]","Mahajan, Ramesh","Mahajan, Ramesh",Derandomizing Approximation Algorithms Based on Semidefinite Programming,1999,https://epubs.siam.org/doi/10.1137/S0097539796309326,,,,,,7,n: 7,1,"O(poly(n, m))",400,"n: number of vertices
m: number of edges",n,,,Word RAM,words,,,,,,,,0,,1,~0.79607,2,2.257,0,multiplicative,no,n/a,factor off from optimal,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,0.001,1,0,"Maximum Directed Cut, Approximate",,,,1,0,"O(poly(n, m))",,,[http://www.math.tau.ac.il/~zwick/my-online-papers.html Zwick (2001)],Zwick,Zwick,Analyzing the MAX 2-SAT and MAX DI-CUT approximation algorithms of Feige and Goemans,2001,http://www.math.tau.ac.il/~zwick/my-online-papers.html,,,,,,7,n: 7,1,"O(poly(n, m))",400,"n: number of vertices
m: number of edges",n,,,Word RAM,words,,,,,,,,0,,1,~0.859643,2,2.164,0,multiplicative,no,n/a,factor off from optimal,0,0,,0,0,https://link.springer.com/chapter/10.1007/3-540-44666-4_17,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,1,1,0,"Maximum Directed Cut, Approximate",,,,1,0,"O(poly(n, m))",,,"[https://link.springer.com/chapter/10.1007/3-540-44666-4_17 Matuura, Matsui (2001)]","Matuura, Matsui","Matuura, Matsui",0.863-Approximation Algorithm for MAX DICUT,2001,https://link.springer.com/chapter/10.1007/3-540-44666-4_17,,,,,,7,n: 7,1,"O(poly(n, m))",400,"n: number of vertices
m: number of edges",n,,,Word RAM,words,,,,,,,,0,,1,~0.863,2,2.159,0,multiplicative,no,n/a,factor off from optimal,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,1,1,0,"Maximum Directed Cut, Approximate",,,,1,0,"O(poly(n, m))",,,"[https://link.springer.com/chapter/10.1007/3-540-47867-1_6 Lewin, Livnat, Zwick (2002)]","Lewin, Livnat, Zwick","Lewin, Livnat, Zwick",Improved Rounding Techniques for the MAX 2-SAT and MAX DI-CUT Problems,2002,https://link.springer.com/chapter/10.1007/3-540-47867-1_6,,,,,,7,n: 7,1,"O(poly(n, m))",400,"n: number of vertices
m: number of edges",n,,,Word RAM,words,,,,,,,,0,,1,~0.87401,2,2.145,0,multiplicative,no,n/a,factor off from optimal,0,0,,0,0,https://arxiv.org/abs/2212.11191,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,1,1,0,"Maximum Directed Cut, Approximate",,,,1,0,"O(poly(n, m))",,,"[https://arxiv.org/abs/2212.11191 Brakensiek, Huang, Potechin, Zwick (2022)]","Brakensiek, Huang, Potechin, Zwick","Brakensiek, Huang, Potechin, Zwick","Separating MAX 2-AND, MAX DI-CUT and MAX CUT",2022,https://arxiv.org/abs/2212.11191,,,,,,7,n: 7,1,"O(poly(n, m))",400,"n: number of vertices
m: number of edges",n,,,Word RAM,words,,,,,,,,0,,1,~0.87446,2,2.144,0,multiplicative,no,n/a,factor off from optimal,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,1,0,0,"Maximum k-Cut, Approximate",,,,1,0,O(m),,,"[https://dl.acm.org/doi/pdf/10.1145/321958.321975 Sahni, Gonzales (1976)]","Sahni, Gonzales","Sahni, Gonzales",P-Complete Approximation Problems ,1976,https://dl.acm.org/doi/pdf/10.1145/321958.321975,,,,0,0,5,"m: 3,
n: 5",3,O(m),,"n: number of vertices
m: number of edges
k: number of colors/groups",n,,0,Word RAM,words,3,m: 3,O(m)?,Keep track of current state of graph,1,0,,0,,1,1 - 1/k,1,1,0,multiplicative,no,n/a,factor off from optimal,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,1,0,0,"Maximum k-Cut, Unweighted, Approximate",,,,1,0,O(mnk)?,,,[https://www.sciencedirect.com/science/article/pii/0012365X81900236 Vitanyi (1981)],Vitanyi,Vitanyi,How well can a graph be n-colored?,1981,https://www.sciencedirect.com/science/article/pii/0012365X81900236,,,,0,0,7,"m: 5,
n: 7",3,O(mnk)?,,"n: number of vertices
m: number of edges
k: number of colors/groups",n,,0,Word RAM,words,,,,,,,,0,,1,1 - 1/k + 2/m,1,1,0,multiplicative,no,n/a,factor off from optimal,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,1,0,0,"Maximum k-Cut, Unweighted, Approximate",,,,1,0,O(m+n),,,"[https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B3B63AF129B4120F40020BB0E459FF57/S0963548300000596a.pdf/lineartime_approximation_algorithms_for_the_max_cut_problem.pdf Ngoc, Tuza (1993)]","Ngoc, Tuza","Ngoc, Tuza",Linear-Time Approximation Algorithms for the Max Cut Problem,1993,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B3B63AF129B4120F40020BB0E459FF57/S0963548300000596a.pdf/lineartime_approximation_algorithms_for_the_max_cut_problem.pdf,,,,0,0,5,"m: 3,
n: 5",3,O(m+n),,"n: number of vertices
m: number of edges
k: number of colors/groups",n,,0,Word RAM,words,,,,,,,,0,,1,1 - 1/k + (n-1)/(km),1,1,0,multiplicative,no,n/a,factor off from optimal,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,1,0,0,"Maximum k-Cut, Unweighted, Approximate",,,,1,0,O(m+n log k),,,"[https://link.springer.com/chapter/10.1007/BFb0049405 Cho, Raje, Sarrafzadeh (1994)]","Cho, Raje, Sarrafzadeh","Cho, Raje, Sarrafzadeh",Approximation algorithm on multi-way maxcut partitioning,1994,https://link.springer.com/chapter/10.1007/BFb0049405,,,,0,0,5,n: 5,3,O(m+n log k),,"n: number of vertices
m: number of edges
k: number of colors/groups",n,,0,Word RAM,words,,,,,,,,0,,1,1 - 1/k * (1 - 1/n)^(ceil(log_2(k))),1,1,0,multiplicative,no,n/a,factor off from optimal,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
